CostCenterID,CostCenterName,DivisionID,DivisionName,DirectorateID,DirectorateName,BusinessAreaID,BusinessGroupID,BusinessGroupName
2000920089,2000920089 Group Controllership & FP&A,GDH_DIV_GROUP_FINANCE,Group Finance,GDH_DIR_GROUP_FINANCE,Group Finance,GDH_BA_GROUP_FINANCE_AUDIT_PROCUREMENT,GDH_ABC_GROUP,Abc Group
2000920090,2000920090 Group Risk Office,GDH_DIV_SECURITY,Security,GDH_DIR_GROUP_COO,Group COO,GDH_BA_EUROPEAN_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920091,2000920091 TSS Core Cyber Security,GDH_DIV_GROUP_SERV,Group CISO & Tech Strat Serv,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000920092,2000920092 Group Reward,GDH_DIV_GROUP_REWARD,Group Reward,GDH_DIR_PEOPLE,People,GDH_BA_GROUP_PEOPLE_CORPORATE_AFFAIRS,GDH_ABC_GROUP,Abc Group
2000920093,2000920093 Group - FP&A,GDH_DIV_GROUP_FINANCE,Group Finance,GDH_DIR_GROUP_FINANCE,Group Finance,GDH_BA_GROUP_FINANCE_AUDIT_PROCUREMENT,GDH_ABC_GROUP,Abc Group
2000920094,2000920094 Group - Legal,GDH_DIV_GROUP_UKI_LEGAL_DIVISION,Group & UKI - Legal Division,GDH_DIR_LEGAL_AFFAIRS,Legal Affairs,GDH_BA_GROUP_LEGAL_COUNSEL,GDH_ABC_GROUP,Abc Group
2000920095,2000920095 Group - Mergers & Acquisitions,GDH_DIV_MA_DIVISION,M&A Division,GDH_DIR_STRATEGY,Strategy,GDH_BA_GROUP_STRATEGY,GDH_ABC_GROUP,Abc Group
2000920096,NULL,GDH_DIV_ANTI_PIRACY,Anti-Piracy,GDH_DIR_GROUP_COO,Group COO,GDH_BA_EUROPEAN_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920097,NULL,GDH_DIV_GENERAL_MANAGEMENT_DIVISION,General Management Division,GDH_DIR_GENERAL_MANAGEMENT,General Management,GDH_BA_GROUP_GENERAL_MANAGEMENT,GDH_ABC_GROUP,Abc Group
2000920098,2000920098 Group - Public Affairs,GDH_DIV_CORPORATE_AFFAIRS_DIVISION,Corporate Affairs Division,GDH_DIR_CORPORATE_AFFAIRS,Corporate Affairs,GDH_BA_GROUP_PEOPLE_CORPORATE_AFFAIRS,GDH_ABC_GROUP,Abc Group
2000920099,2000920099 Group Risk Office GL&I,GDH_DIV_SECURITY,Security,GDH_DIR_GROUP_COO,Group COO,GDH_BA_EUROPEAN_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920102,2000920102 Group - Tax,GDH_DIV_CORPORATE_FINANCE_TAX_TREASURY,Corporate Finance - Tax & Treasury,GDH_DIR_GROUP_FINANCE,Group Finance,GDH_BA_GROUP_FINANCE_AUDIT_PROCUREMENT,GDH_ABC_GROUP,Abc Group
2000920103,2000920103 Group - Technology,GDH_DIV_GRP_TECH_STRATEGY_SEC_AND_PLAN,Grp Tech Strategy Sec and Plan,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2000920104,2000920104 Group - Treasury,GDH_DIV_CORPORATE_FINANCE_TAX_TREASURY,Corporate Finance - Tax & Treasury,GDH_DIR_GROUP_FINANCE,Group Finance,GDH_BA_GROUP_FINANCE_AUDIT_PROCUREMENT,GDH_ABC_GROUP,Abc Group
2000920126,NULL,CUSTOM_ORGANIZATION-3-762,GLOBAL OVER THE TOP,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2000920138,NULL,GDH_DIV_SECURITY,Security,GDH_DIR_GROUP_COO,Group COO,GDH_BA_EUROPEAN_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920141,2000920141 Business Affairs & Strategy,GDH_DIV_ABC_STUDIOS_DIVISION,Abc Studios Division,GDH_DIR_ABC_STUDIOS_DIRECTORATE,Abc Studios Directorate,GDH_BA_ABC_STUDIOS,GDH_ABC_GROUP,Abc Group
2000920142,2000920142 Abc Studios Drama,GDH_DIV_DRAMA,Drama,GDH_DIR_ABC_STUDIOS_DIRECTORATE,Abc Studios Directorate,GDH_BA_ABC_STUDIOS,GDH_ABC_GROUP,Abc Group
2000920143,NULL,GDH_DIV_ABC_STUDIOS_DIVISION,Abc Studios Division,GDH_DIR_ABC_STUDIOS_DIRECTORATE,Abc Studios Directorate,GDH_BA_ABC_STUDIOS,GDH_ABC_GROUP,Abc Group
2000920144,2000920144 Abc Studios Production,GDH_DIV_ABC_STUDIOS_DIVISION,Abc Studios Division,GDH_DIR_ABC_STUDIOS_DIRECTORATE,Abc Studios Directorate,GDH_BA_ABC_STUDIOS,GDH_ABC_GROUP,Abc Group
2000920145,2000920145 Abc Studios CCO,GDH_DIV_ABC_STUDIOS_DIVISION,Abc Studios Division,GDH_DIR_ABC_STUDIOS_DIRECTORATE,Abc Studios Directorate,GDH_BA_ABC_STUDIOS,GDH_ABC_GROUP,Abc Group
2000920146,2000920146 Abc Studios Operations,GDH_DIV_ABC_STUDIOS_DIVISION,Abc Studios Division,GDH_DIR_ABC_STUDIOS_DIRECTORATE,Abc Studios Directorate,GDH_BA_ABC_STUDIOS,GDH_ABC_GROUP,Abc Group
2000920147,2000920147 Abc Studios Music,GDH_DIV_ABC_STUDIOS_DIVISION,Abc Studios Division,GDH_DIR_ABC_STUDIOS_DIRECTORATE,Abc Studios Directorate,GDH_BA_ABC_STUDIOS,GDH_ABC_GROUP,Abc Group
2000920148,2000920148 Abc Studios Finance - UK,GDH_DIV_COMMERCIAL_FINANCE,Commercial Finance,GDH_DIR_FINANCE_UK_ROI,Finance - UK & ROI,GDH_BA_UK_ROI_FINANCE,GDH_ABC_GROUP,Abc Group
2000920154,2000920154 B2B Comms - Leadership,GDH_DIV_B_B_COMMUNICATIONS_DIVISION,B2B Communications Division,GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920156,2000920156 B2B Comms - Marketing,GDH_DIV_B_B_COMMUNICATIONS_DIVISION,B2B Communications Division,GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920159,2000920159 B2B Comms - Sales HO,GDH_DIV_B_B_COMMUNICATIONS_DIVISION,B2B Communications Division,GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920160,2000920160 B2B Comms - Digital,GDH_DIV_B_B_COMMUNICATIONS_DIVISION,B2B Communications Division,GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920161,2000920161 B2B Comms - Service HO,GDH_DIV_B_B_COMMUNICATIONS_DIVISION,B2B Communications Division,GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920162,2000920162 B2B Comms - Product,GDH_DIV_B_B_COMMUNICATIONS_DIVISION,B2B Communications Division,GDH_DIR_ABC_BUSINESS,Abc Business,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2000920163,2000920163 Marketing (BB),GDH_DIV_BROADBAND_DIVISION,Broadband Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920164,2000920164 Props (BB),GDH_DIV_BROADBAND_DIVISION,Broadband Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920165,2000920165 Commercial (BB),GDH_DIV_BROADBAND_DIVISION,Broadband Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920166,2000920166 Other (BB),GDH_DIV_BROADBAND_DIVISION,Broadband Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920167,2000920167 Marketing (TV&P),GDH_DIV_TV_AND_PLATFORM_DIVISION,TV and Platform Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920168,2000920168 Props (TV&P),GDH_DIV_TV_AND_PLATFORM_DIVISION,TV and Platform Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920169,"2000920169 Acquisition, Q&VAS",GDH_DIV_TV_AND_PLATFORM_DIVISION,TV and Platform Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920170,2000920170 Revenue & Retention,GDH_DIV_TV_AND_PLATFORM_DIVISION,TV and Platform Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920171,2000920171 Content Engagement,GDH_DIV_CONSUMER_STRATEGY_DIVISION,Consumer Strategy Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920172,2000920172 Marketing (Mob),GDH_DIV_MOBILE_DIVISION,Mobile Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920173,2000920173 Props (Mob),GDH_DIV_MOBILE_DIVISION,Mobile Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920174,2000920174 Commercial (Mob),GDH_DIV_MOBILE_DIVISION,Mobile Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920176,2000920176 Risk,GDH_DIV_MOBILE_DIVISION,Mobile Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920177,2000920177 Marketing (Prems),GDH_DIV_PREMIUMS_DIVISION,Premiums Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920178,2000920178 Propositions (Prems),GDH_DIV_PREMIUMS_DIVISION,Premiums Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920179,2000920179 Sports & Cinema,GDH_DIV_PREMIUMS_DIVISION,Premiums Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920180,2000920180 Store,GDH_DIV_ABC_STORE_DIVISION,Abc Store Division,GDH_DIR_CONSUMER_GROWTH_BRAND,Consumer Growth & Brand,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920181,2000920181 Operations,GDH_DIV_PREMIUMS_DIVISION,Premiums Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920182,"2000920182 One, Comedy, Witness, Original",GDH_DIV_CONTENT_MARKETING_DIVISION,Content Marketing Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920183,"2000920183 Atlantic, Crime, NBCU",GDH_DIV_CONTENT_MARKETING_DIVISION,Content Marketing Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920184,2000920184 Propositions and Planning,GDH_DIV_CONTENT_MARKETING_DIVISION,Content Marketing Division,GDH_DIR_CONSUMER_REVENUE,Consumer Revenue,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920185,2000920185 Performance,GDH_DIV_CUSTOMER_GROWTH_DIVISION,Customer Growth Division,GDH_DIR_CONSUMER_GROWTH_BRAND,Consumer Growth & Brand,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920186,2000920186 Voice,GDH_DIV_CUSTOMER_GROWTH_DIVISION,Customer Growth Division,GDH_DIR_CONSUMER_GROWTH_BRAND,Consumer Growth & Brand,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920187,2000920187 Retail,GDH_DIV_CUSTOMER_GROWTH_DIVISION,Customer Growth Division,GDH_DIR_CONSUMER_GROWTH_BRAND,Consumer Growth & Brand,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2000920188,2000920188 Base Management,GDH_DIV_CUSTOMER_GROWTH_DIVISION,Customer Growth Division,GDH_DIR_CONSUMER_GROWTH_BRAND,Consumer Growth & Brand,GDH_BA_UK_&_ROI_CONSUMER,GDH_ABC_GROUP,Abc Group
2005131235,2005131235 North 2 Engineers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131243,2005131243 North 3 Engineers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131250,2005131250 North 4 Engineers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131260,2005131260 South 8 Engineers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131265,2005131265 North 5 Engineers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131268,2005131268 London 1 Engineers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131270,2005131270 South 6 Engineers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131276,2005131276 London 3 Engineers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131284,2005131284 South 3 Engineers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131292,2005131292 South 4 Engineers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131300,2005131300 South 5 Engineers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131318,2005131318 North 7 Engineers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131326,2005131326 Central 3 Engineers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131334,2005131334 Central 6 Engineers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131342,2005131342 Central 7 Engineers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131359,2005131359 Central 8 Engineers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131360,2005131360 BBTT South,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131361,2005131361 London 2 Engineers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131363,2005131363 London 4 Engineers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131364,2005131364 South 7 Engineers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131365,2005131365 VIP Team Engineers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131366,2005131366 BBTT North,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131441,2005131441 London 1 Managers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131455,2005131455 London 3 Managers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131460,2005131460 South 8 Managers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131465,2005131465 North 5 Managers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131470,2005131470 South 6 Managers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131508,2005131508 London 2 Managers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131532,NULL,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131540,2005131540 Central 3 Managers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131557,2005131557 Central 6 Managers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131565,2005131565 Central 7 Managers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131573,2005131573 Central 8 Managers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131599,2005131599 HS Op Delivery,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131607,2005131607 South 3 Managers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131615,2005131615 HoF Related,GDH_DIV_SUPPLY_CHAIN_MANAGEMENT_DIVISION,Supply Chain Management Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131623,NULL,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131631,2005131631 South 5 Managers,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131649,2005131649 North 1 Managers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131656,2005131656 North 2 Managers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131664,NULL,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131672,2005131672 North 4 Managers,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131698,2005131698 Central 4 Managers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131706,2005131706 Central 5 Managers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131714,2005131714 Central 2 Managers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131722,NULL,GDH_DIV_SC_NORTH,SC North,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131730,2005131730 Central 1 Managers,GDH_DIV_SC_CENTRAL,SC Central,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131748,2005131748 BBTT Managers,GDH_DIV_SUPPLY_CHAIN_MANAGEMENT_DIVISION,Supply Chain Management Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005131789,2005131789 London 4 Managers,GDH_DIV_SC_LONDON_DIVISION,SC London Division,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2005421842,NULL,GDH_DIV_SC_SOUTH,SC South,GDH_DIR_CUSGRP_HOME_SERV_SUPP,CusGrp - Home Serv & Supp,GDH_BA_UK_&_ROI_OPERATIONS,GDH_ABC_GROUP,Abc Group
2008340059,NULL,GDH_DIV_GRP_TV_AND_DIGITAL_PLATFORMS,Grp TV and Digital Platforms,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2008340109,NULL,GDH_DIV_GLOBAL_OTT_PRODUCT,Global Streaming Technology,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2008340158,NULL,GDH_DIV_DIGITAL_TRANSFORMATION,Digital Transformation,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2008340356,NULL,GDH_DIV_GLOBAL_OTT_PRODUCT,Global Streaming Technology,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2008340455,NULL,GDH_DIV_DIGITAL_TRANSFORMATION,Digital Transformation,GDH_DIR_EUROPE_CTO,Europe - CTO,GDH_BA_GROUP_TECHNOLOGY,GDH_ABC_GROUP,Abc Group
2008341255,NULL,GDH_DIV_GROUP_PRODUCT_DIVISION,Group Product Division,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
2008341354,2008341354 ETHAN,GDH_DIV_GROUP_PRODUCT_DIVISION,Group Product Division,GDH_DIR_PRODUCT_HUB,Product Hub,GDH_BA_PRODUCT,GDH_ABC_GROUP,Abc Group
